Date,Close,Change %
2006-04-10,1296.62,-10.90%
2006-04-11,1286.57,-11.59%
2006-04-12,1288.12,-11.48%
2006-04-13,1289.12,-11.41%
2006-04-14,1270.52,-12.69%
2006-04-17,1285.33,-11.67%
2006-04-18,1307.65,-10.14%
2006-04-19,1309.93,-9.98%
2006-04-20,1311.46,-9.88%
2006-04-21,1311.28,-9.89%
2006-04-24,1308.11,-10.11%
2006-04-25,1301.74,-10.54%
2006-04-26,1305.41,-10.29%
2006-04-27,1309.72,-10.00%
2006-04-28,1310.61,-9.93%
2006-05-01,1305.19,-10.31%
2006-05-02,1313.21,-9.76%
2006-05-03,1307.85,-10.12%
2006-05-04,1312.25,-9.82%
2006-05-05,1325.76,-8.89%
2006-05-08,1324.66,-8.97%
2006-05-09,1325.14,-8.94%
2006-05-10,1322.85,-9.09%
2006-05-11,1305.92,-10.26%
2006-05-12,1291.24,-11.27%
2006-05-15,1294.5,-11.04%
2006-05-16,1292.08,-11.21%
2006-05-17,1270.32,-12.70%
2006-05-18,1261.81,-13.29%
2006-05-19,1267.03,-12.93%
2006-05-22,1262.07,-13.27%
2006-05-23,1256.58,-13.65%
2006-05-24,1258.57,-13.51%
2006-05-25,1272.88,-12.53%
2006-05-26,1280.16,-12.03%
2006-05-30,1259.84,-13.42%
2006-05-31,1270.09,-12.72%
2006-06-01,1285.71,-11.65%
2006-06-02,1288.22,-11.47%
2006-06-05,1265.29,-13.05%
2006-06-06,1263.85,-13.15%
2006-06-07,1256.15,-13.68%
2006-06-08,1257.93,-13.55%
2006-06-09,1252.3,-13.94%
2006-06-12,1236.4,-15.03%
2006-06-13,1223.69,-15.91%
2006-06-14,1230.04,-15.47%
2006-06-15,1256.16,-13.68%
2006-06-16,1251.54,-13.99%
2006-06-19,1240.14,-14.78%
2006-06-20,1240.12,-14.78%
2006-06-21,1252.2,-13.95%
2006-06-22,1245.6,-14.40%
2006-06-23,1244.5,-14.48%
2006-06-26,1250.56,-14.06%
2006-06-27,1239.2,-14.84%
2006-06-28,1246,-14.37%
2006-06-29,1272.87,-12.53%
2006-06-30,1270.2,-12.71%
2006-07-03,1280.19,-12.02%
2006-07-05,1270.91,-12.66%
2006-07-06,1274.08,-12.44%
2006-07-07,1265.48,-13.04%
2006-07-10,1267.34,-12.91%
2006-07-11,1272.52,-12.55%
2006-07-12,1258.6,-13.51%
2006-07-13,1242.29,-14.63%
2006-07-14,1236.2,-15.05%
2006-07-17,1234.49,-15.17%
2006-07-18,1236.86,-15.00%
2006-07-19,1259.81,-13.43%
2006-07-20,1249.13,-14.16%
2006-07-21,1240.29,-14.77%
2006-07-24,1260.91,-13.35%
2006-07-25,1268.88,-12.80%
2006-07-26,1268.4,-12.83%
2006-07-27,1263.2,-13.19%
2006-07-28,1278.55,-12.14%
2006-07-31,1276.66,-12.27%
2006-08-01,1270.92,-12.66%
2006-08-02,1278.55,-12.14%
2006-08-03,1280.27,-12.02%
2006-08-04,1279.36,-12.08%
2006-08-07,1275.77,-12.33%
2006-08-08,1271.48,-12.62%
2006-08-09,1265.95,-13.00%
2006-08-10,1271.81,-12.60%
2006-08-11,1266.74,-12.95%
2006-08-14,1268.21,-12.85%
2006-08-15,1285.58,-11.65%
2006-08-16,1295.43,-10.98%
2006-08-17,1297.48,-10.84%
2006-08-18,1302.3,-10.51%
2006-08-21,1297.52,-10.83%
2006-08-22,1298.82,-10.74%
2006-08-23,1292.99,-11.15%
2006-08-24,1296.06,-10.93%
2006-08-25,1295.09,-11.00%
2006-08-28,1301.78,-10.54%
2006-08-29,1304.28,-10.37%
2006-08-30,1304.27,-10.37%
2006-08-31,1303.82,-10.40%
2006-09-01,1311.01,-9.91%
2006-09-05,1313.25,-9.75%
2006-09-06,1300.26,-10.65%
2006-09-07,1294.02,-11.07%
2006-09-08,1298.92,-10.74%
2006-09-11,1299.54,-10.69%
2006-09-12,1313.11,-9.76%
2006-09-13,1318.07,-9.42%
2006-09-14,1316.28,-9.54%
2006-09-15,1319.87,-9.30%
2006-09-18,1321.18,-9.21%
2006-09-19,1318.31,-9.41%
2006-09-20,1325.18,-8.93%
2006-09-21,1318.03,-9.42%
2006-09-22,1314.78,-9.65%
2006-09-25,1326.37,-8.85%
2006-09-26,1336.34,-8.17%
2006-09-27,1336.59,-8.15%
2006-09-28,1339.15,-7.97%
2006-09-29,1335.85,-8.20%
2006-10-02,1331.32,-8.51%
2006-10-03,1334.11,-8.32%
2006-10-04,1350.22,-7.21%
2006-10-05,1353.22,-7.01%
2006-10-06,1349.58,-7.26%
2006-10-09,1350.66,-7.18%
2006-10-10,1353.42,-6.99%
2006-10-11,1349.95,-7.23%
2006-10-12,1362.83,-6.35%
2006-10-13,1365.62,-6.15%
2006-10-16,1369.05,-5.92%
2006-10-17,1364.05,-6.26%
2006-10-18,1365.96,-6.13%
2006-10-19,1366.96,-6.06%
2006-10-20,1368.6,-5.95%
2006-10-23,1377.02,-5.37%
2006-10-24,1377.38,-5.35%
2006-10-25,1382.22,-5.01%
2006-10-26,1389.08,-4.54%
2006-10-27,1377.34,-5.35%
2006-10-30,1377.93,-5.31%
2006-10-31,1377.94,-5.31%
2006-11-01,1367.81,-6.00%
2006-11-02,1367.34,-6.04%
2006-11-03,1364.3,-6.24%
2006-11-06,1379.78,-5.18%
2006-11-07,1382.84,-4.97%
2006-11-08,1385.72,-4.77%
2006-11-09,1378.33,-5.28%
2006-11-10,1380.9,-5.10%
2006-11-13,1384.42,-4.86%
2006-11-14,1393.22,-4.26%
2006-11-15,1396.57,-4.03%
2006-11-16,1399.76,-3.81%
2006-11-17,1401.2,-3.71%
2006-11-20,1400.5,-3.76%
2006-11-21,1402.81,-3.60%
2006-11-22,1406.09,-3.37%
2006-11-24,1400.95,-3.73%
2006-11-27,1381.9,-5.04%
2006-11-28,1386.72,-4.70%
2006-11-29,1399.48,-3.83%
2006-11-30,1400.63,-3.75%
2006-12-01,1396.71,-4.02%
2006-12-04,1409.12,-3.16%
2006-12-05,1414.76,-2.78%
2006-12-06,1412.9,-2.90%
2006-12-07,1407.29,-3.29%
2006-12-08,1409.84,-3.12%
2006-12-11,1413.04,-2.90%
2006-12-12,1411.56,-3.00%
2006-12-13,1413.21,-2.88%
2006-12-14,1425.49,-2.04%
2006-12-15,1427.09,-1.93%
2006-12-18,1422.48,-2.25%
2006-12-19,1425.55,-2.04%
2006-12-20,1423.53,-2.17%
2006-12-21,1418.3,-2.53%
2006-12-22,1410.76,-3.05%
2006-12-26,1416.9,-2.63%
2006-12-27,1426.84,-1.95%
2006-12-28,1424.73,-2.09%
2006-12-29,1418.3,-2.53%
2007-01-03,1416.63,-2.65%
2007-01-04,1418.34,-2.53%
2007-01-05,1409.71,-3.12%
2007-01-08,1412.84,-2.91%
2007-01-09,1412.11,-2.96%
2007-01-10,1414.85,-2.77%
2007-01-11,1423.82,-2.15%
2007-01-12,1430.73,-1.68%
2007-01-16,1431.9,-1.60%
2007-01-17,1430.62,-1.69%
2007-01-18,1426.37,-1.98%
2007-01-19,1430.5,-1.70%
2007-01-22,1422.95,-2.21%
2007-01-23,1427.99,-1.87%
2007-01-24,1440.13,-1.03%
2007-01-25,1423.9,-2.15%
2007-01-26,1422.18,-2.27%
2007-01-29,1420.62,-2.37%
2007-01-30,1428.82,-1.81%
2007-01-31,1438.24,-1.16%
2007-02-01,1445.94,-0.63%
2007-02-02,1448.39,-0.47%
2007-02-05,1446.99,-0.56%
2007-02-06,1448,-0.49%
2007-02-07,1450.02,-0.35%
2007-02-08,1448.31,-0.47%
2007-02-09,1438.06,-1.18%
2007-02-12,1433.37,-1.50%
2007-02-13,1444.26,-0.75%
2007-02-14,1455.3,0.01%
2007-02-15,1456.81,0.11%
2007-02-16,1455.54,0.03%
2007-02-20,1459.68,0.31%
2007-02-21,1457.63,0.17%
2007-02-22,1456.38,0.08%
2007-02-23,1451.19,-0.27%
2007-02-26,1449.37,-0.40%
2007-02-27,1399.04,-3.86%
2007-02-28,1406.82,-3.32%
2007-03-01,1403.17,-3.57%
2007-03-02,1387.17,-4.67%
2007-03-05,1374.12,-5.57%
2007-03-06,1395.41,-4.11%
2007-03-07,1391.97,-4.34%
2007-03-08,1401.89,-3.66%
2007-03-09,1402.85,-3.60%
2007-03-12,1406.6,-3.34%
2007-03-13,1377.95,-5.31%
2007-03-14,1387.17,-4.67%
2007-03-15,1392.28,-4.32%
2007-03-16,1386.95,-4.69%
2007-03-19,1402.06,-3.65%
2007-03-20,1410.94,-3.04%
2007-03-21,1435.04,-1.38%
2007-03-22,1434.54,-1.42%
2007-03-23,1436.11,-1.31%
2007-03-26,1437.5,-1.21%
2007-03-27,1428.61,-1.83%
2007-03-28,1417.23,-2.61%
2007-03-29,1422.53,-2.24%
2007-03-30,1420.86,-2.36%
2007-04-02,1424.55,-2.10%
2007-04-03,1437.77,-1.20%
2007-04-04,1439.37,-1.09%
2007-04-05,1443.76,-0.78%
2007-04-06,1437.34,-1.23%
2007-04-09,1444.61,-0.73%
2007-04-10,1448.39,-0.47%
2007-04-11,1438.87,-1.12%
2007-04-12,1447.8,-0.51%
2007-04-13,1452.85,-0.16%
2007-04-16,1468.47,0.91%
2007-04-17,1471.48,1.12%
2007-04-18,1472.5,1.19%
2007-04-19,1470.73,1.07%
2007-04-20,1484.35,2.01%
2007-04-23,1480.93,1.77%
2007-04-24,1480.41,1.73%
2007-04-25,1495.42,2.77%
2007-04-26,1494.25,2.69%
2007-04-27,1494.07,2.67%
2007-04-30,1482.37,1.87%
2007-05-01,1486.3,2.14%
2007-05-02,1495.92,2.80%
2007-05-03,1502.39,3.24%
2007-05-04,1505.62,3.47%
2007-05-07,1509.48,3.73%
2007-05-08,1507.72,3.61%
2007-05-09,1512.58,3.95%
2007-05-10,1491.47,2.49%
2007-05-11,1505.85,3.48%
2007-05-14,1503.15,3.30%
2007-05-15,1501.19,3.16%
2007-05-16,1514.14,4.05%
2007-05-17,1512.75,3.96%
2007-05-18,1522.75,4.64%
2007-05-21,1525.1,4.81%
2007-05-22,1524.12,4.74%
2007-05-23,1522.28,4.61%
2007-05-24,1507.51,3.60%
2007-05-25,1515.73,4.16%
2007-05-29,1518.11,4.33%
2007-05-30,1530.23,5.16%
2007-05-31,1530.62,5.18%
2007-06-01,1536.34,5.58%
2007-06-04,1539.18,5.77%
2007-06-05,1530.95,5.21%
2007-06-06,1517.38,4.28%
2007-06-07,1490.72,2.44%
2007-06-08,1507.67,3.61%
2007-06-11,1509.12,3.71%
2007-06-12,1493,2.60%
2007-06-13,1515.67,4.16%
2007-06-14,1522.97,4.66%
2007-06-15,1532.91,5.34%
2007-06-18,1531.05,5.21%
2007-06-19,1533.7,5.40%
2007-06-20,1512.84,3.96%
2007-06-21,1522.19,4.61%
2007-06-22,1502.56,3.26%
2007-06-25,1497.74,2.93%
2007-06-26,1492.89,2.59%
2007-06-27,1506.34,3.52%
2007-06-28,1505.71,3.47%
2007-06-29,1503.35,3.31%
2007-07-02,1519.43,4.42%
2007-07-03,1524.87,4.79%
2007-07-05,1525.4,4.83%
2007-07-06,1530.44,5.17%
2007-07-09,1531.85,5.27%
2007-07-10,1510.12,3.78%
2007-07-11,1518.76,4.37%
2007-07-12,1547.7,6.36%
2007-07-13,1552.5,6.69%
2007-07-16,1549.52,6.48%
2007-07-17,1549.37,6.47%
2007-07-18,1546.17,6.25%
2007-07-19,1553.08,6.73%
2007-07-20,1534.1,5.42%
2007-07-23,1541.57,5.94%
2007-07-24,1511.04,3.84%
2007-07-25,1518.09,4.32%
2007-07-26,1482.66,1.89%
2007-07-27,1458.95,0.26%
2007-07-30,1473.91,1.29%
2007-07-31,1455.27,0.01%
2007-08-01,1465.81,0.73%
2007-08-02,1472.2,1.17%
2007-08-03,1433.06,-1.52%
2007-08-06,1467.67,0.86%
2007-08-07,1476.71,1.48%
2007-08-08,1497.49,2.91%
2007-08-09,1453.09,-0.14%
2007-08-10,1453.64,-0.11%
2007-08-13,1452.92,-0.15%
2007-08-14,1426.54,-1.97%
2007-08-15,1406.7,-3.33%
2007-08-16,1411.27,-3.02%
2007-08-17,1445.94,-0.63%
2007-08-20,1445.55,-0.66%
2007-08-21,1447.12,-0.55%
2007-08-22,1464.07,0.61%
2007-08-23,1462.5,0.50%
2007-08-24,1479.37,1.66%
2007-08-27,1466.79,0.80%
2007-08-28,1432.36,-1.57%
2007-08-29,1463.76,0.59%
2007-08-30,1457.64,0.17%
2007-08-31,1473.99,1.29%
2007-09-04,1489.42,2.35%
2007-09-05,1472.29,1.18%
2007-09-06,1478.55,1.61%
2007-09-07,1453.55,-0.11%
2007-09-10,1451.7,-0.24%
2007-09-11,1471.49,1.12%
2007-09-12,1471.56,1.13%
2007-09-13,1483.95,1.98%
2007-09-14,1484.25,2.00%
2007-09-17,1476.65,1.48%
2007-09-18,1519.78,4.44%
2007-09-19,1529.03,5.08%
2007-09-20,1518.75,4.37%
2007-09-21,1525.75,4.85%
2007-09-24,1517.73,4.30%
2007-09-25,1517.21,4.26%
2007-09-26,1525.42,4.83%
2007-09-27,1531.38,5.24%
2007-09-28,1526.75,4.92%
2007-10-01,1547.04,6.31%
2007-10-02,1546.63,6.29%
2007-10-03,1539.59,5.80%
2007-10-04,1542.84,6.02%
2007-10-05,1557.59,7.04%
2007-10-08,1552.58,6.69%
2007-10-09,1565.15,7.56%
2007-10-10,1562.47,7.37%
2007-10-11,1554.41,6.82%
2007-10-12,1561.8,7.33%
2007-10-15,1548.71,6.43%
2007-10-16,1538.53,5.73%
2007-10-17,1541.24,5.91%
2007-10-18,1540.08,5.84%
2007-10-19,1500.63,3.12%
2007-10-22,1506.33,3.52%
2007-10-23,1519.59,4.43%
2007-10-24,1515.88,4.17%
2007-10-25,1514.4,4.07%
2007-10-26,1535.28,5.51%
2007-10-29,1540.98,5.90%
2007-10-30,1531.02,5.21%
2007-10-31,1549.38,6.47%
2007-11-01,1508.44,3.66%
2007-11-02,1509.65,3.74%
2007-11-05,1502.17,3.23%
2007-11-06,1520.27,4.47%
2007-11-07,1475.62,1.41%
2007-11-08,1474.77,1.35%
2007-11-09,1453.7,-0.10%
2007-11-12,1439.18,-1.10%
2007-11-13,1481.05,1.78%
2007-11-14,1470.58,1.06%
2007-11-15,1451.15,-0.28%
2007-11-16,1458.74,0.25%
2007-11-19,1433.27,-1.50%
2007-11-20,1439.7,-1.06%
2007-11-21,1416.77,-2.64%
2007-11-23,1440.7,-0.99%
2007-11-26,1407.22,-3.30%
2007-11-27,1428.23,-1.85%
2007-11-28,1469.02,0.95%
2007-11-29,1469.72,1.00%
2007-11-30,1481.14,1.78%
2007-12-03,1472.42,1.19%
2007-12-04,1462.79,0.52%
2007-12-05,1485.01,2.05%
2007-12-06,1507.34,3.59%
2007-12-07,1504.66,3.40%
2007-12-10,1515.96,4.18%
2007-12-11,1477.65,1.54%
2007-12-12,1486.59,2.16%
2007-12-13,1488.41,2.28%
2007-12-14,1467.95,0.88%
2007-12-17,1445.9,-0.64%
2007-12-18,1454.98,-0.01%
2007-12-19,1453,-0.15%
2007-12-20,1460.12,0.34%
2007-12-21,1484.46,2.01%
2007-12-24,1496.45,2.84%
2007-12-26,1497.66,2.92%
2007-12-27,1476.27,1.45%
2007-12-28,1478.49,1.60%
2007-12-31,1468.36,0.91%
2008-01-02,1447.16,-0.55%
2008-01-03,1447.16,-0.55%
2008-01-04,1411.63,-2.99%
2008-01-07,1416.18,-2.68%
2008-01-08,1390.19,-4.47%
2008-01-09,1409.13,-3.16%
2008-01-10,1420.33,-2.39%
2008-01-11,1401.02,-3.72%
2008-01-14,1416.25,-2.67%
2008-01-15,1380.95,-5.10%
2008-01-16,1373.2,-5.63%
2008-01-17,1333.25,-8.38%
2008-01-18,1325.19,-8.93%
2008-01-22,1310.5,-9.94%
2008-01-23,1338.6,-8.01%
2008-01-24,1352.07,-7.09%
2008-01-25,1330.61,-8.56%
2008-01-28,1353.96,-6.96%
2008-01-29,1362.3,-6.38%
2008-01-30,1355.81,-6.83%
2008-01-31,1378.55,-5.27%
2008-02-01,1395.42,-4.11%
2008-02-04,1380.82,-5.11%
2008-02-05,1336.64,-8.15%
2008-02-06,1326.45,-8.85%
2008-02-07,1336.91,-8.13%
2008-02-08,1331.29,-8.51%
2008-02-11,1339.13,-7.97%
2008-02-12,1348.86,-7.31%
2008-02-13,1367.21,-6.04%
2008-02-14,1348.86,-7.31%
2008-02-15,1349.99,-7.23%
2008-02-19,1348.78,-7.31%
2008-02-20,1360.03,-6.54%
2008-02-21,1342.53,-7.74%
2008-02-22,1353.11,-7.01%
2008-02-25,1371.8,-5.73%
2008-02-26,1381.29,-5.08%
2008-02-27,1380.02,-5.16%
2008-02-28,1367.68,-6.01%
2008-02-29,1330.63,-8.56%
2008-03-03,1331.34,-8.51%
2008-03-04,1326.75,-8.83%
2008-03-05,1333.7,-8.35%
2008-03-06,1304.34,-10.37%
2008-03-07,1293.37,-11.12%
2008-03-10,1273.37,-12.49%
2008-03-11,1320.65,-9.24%
2008-03-12,1308.77,-10.06%
2008-03-13,1315.48,-9.60%
2008-03-14,1288.14,-11.48%
2008-03-17,1276.6,-12.27%
2008-03-18,1330.74,-8.55%
2008-03-19,1298.42,-10.77%
2008-03-20,1329.51,-8.64%
2008-03-24,1349.88,-7.24%
2008-03-25,1352.99,-7.02%
2008-03-26,1341.13,-7.84%
2008-03-27,1325.76,-8.89%
2008-03-28,1315.22,-9.62%
2008-03-31,1322.7,-9.10%
2008-04-01,1370.18,-5.84%
2008-04-02,1367.53,-6.02%
2008-04-03,1369.31,-5.90%
2008-04-04,1370.4,-5.83%
2008-04-07,1372.54,-5.68%
2008-04-08,1365.54,-6.16%
2008-04-09,1354.49,-6.92%
2008-04-10,1360.55,-6.50%
2008-04-11,1332.83,-8.41%
2008-04-14,1328.32,-8.72%
2008-04-15,1334.43,-8.30%
2008-04-16,1364.71,-6.22%
2008-04-17,1365.56,-6.16%
2008-04-18,1390.33,-4.46%
2008-04-21,1388.17,-4.60%
2008-04-22,1375.94,-5.44%
2008-04-23,1379.93,-5.17%
2008-04-24,1388.82,-4.56%
2008-04-25,1397.84,-3.94%
2008-04-28,1396.37,-4.04%
2008-04-29,1390.94,-4.41%
2008-04-30,1385.59,-4.78%
2008-05-01,1409.34,-3.15%
2008-05-02,1413.9,-2.84%
2008-05-05,1407.49,-3.28%
2008-05-06,1418.26,-2.54%
2008-05-07,1392.57,-4.30%
2008-05-08,1397.68,-3.95%
2008-05-09,1388.28,-4.60%
2008-05-12,1403.58,-3.55%
2008-05-13,1403.04,-3.58%
2008-05-14,1408.66,-3.20%
2008-05-15,1423.57,-2.17%
2008-05-16,1425.35,-2.05%
2008-05-19,1426.63,-1.96%
2008-05-20,1413.4,-2.87%
2008-05-21,1390.71,-4.43%
2008-05-22,1394.35,-4.18%
2008-05-23,1375.93,-5.45%
2008-05-27,1385.35,-4.80%
2008-05-28,1390.84,-4.42%
2008-05-29,1398.26,-3.91%
2008-05-30,1400.38,-3.77%
2008-06-02,1385.67,-4.78%
2008-06-03,1377.65,-5.33%
2008-06-04,1377.2,-5.36%
2008-06-05,1404.05,-3.51%
2008-06-06,1360.68,-6.49%
2008-06-09,1361.76,-6.42%
2008-06-10,1358.44,-6.65%
2008-06-11,1335.49,-8.22%
2008-06-12,1339.87,-7.92%
2008-06-13,1360.03,-6.54%
2008-06-16,1360.14,-6.53%
2008-06-17,1350.93,-7.16%
2008-06-18,1337.81,-8.07%
2008-06-19,1342.83,-7.72%
2008-06-20,1317.93,-9.43%
2008-06-23,1318,-9.43%
2008-06-24,1314.29,-9.68%
2008-06-25,1321.97,-9.15%
2008-06-26,1283.15,-11.82%
2008-06-27,1278.38,-12.15%
2008-06-30,1280,-12.04%
2008-07-01,1284.91,-11.70%
2008-07-02,1261.52,-13.31%
2008-07-03,1262.9,-13.21%
2008-07-07,1252.31,-13.94%
2008-07-08,1273.7,-12.47%
2008-07-09,1244.69,-14.46%
2008-07-10,1253.39,-13.87%
2008-07-11,1239.49,-14.82%
2008-07-14,1228.3,-15.59%
2008-07-15,1214.91,-16.51%
2008-07-16,1245.36,-14.42%
2008-07-17,1260.32,-13.39%
2008-07-18,1260.68,-13.37%
2008-07-21,1260,-13.41%
2008-07-22,1277,-12.24%
2008-07-23,1282.19,-11.89%
2008-07-24,1252.54,-13.92%
2008-07-25,1257.76,-13.57%
2008-07-28,1234.37,-15.17%
2008-07-29,1263.2,-13.19%
2008-07-30,1284.26,-11.75%
2008-07-31,1267.38,-12.91%
2008-08-01,1260.31,-13.39%
2008-08-04,1249.01,-14.17%
2008-08-05,1284.88,-11.70%
2008-08-06,1289.19,-11.41%
2008-08-07,1266.07,-13.00%
2008-08-08,1296.32,-10.92%
2008-08-11,1305.32,-10.30%
2008-08-12,1289.59,-11.38%
2008-08-13,1285.83,-11.64%
2008-08-14,1292.93,-11.15%
2008-08-15,1298.2,-10.79%
2008-08-18,1278.6,-12.13%
2008-08-19,1266.69,-12.95%
2008-08-20,1274.54,-12.41%
2008-08-21,1277.72,-12.19%
2008-08-22,1292.2,-11.20%
2008-08-25,1266.84,-12.94%
2008-08-26,1271.51,-12.62%
2008-08-27,1281.66,-11.92%
2008-08-28,1300.68,-10.62%
2008-08-29,1282.83,-11.84%
2008-09-02,1277.58,-12.20%
2008-09-03,1274.98,-12.38%
2008-09-04,1236.83,-15.00%
2008-09-05,1242.31,-14.63%
2008-09-08,1267.79,-12.88%
2008-09-09,1224.51,-15.85%
2008-09-10,1232.04,-15.33%
2008-09-11,1249.05,-14.16%
2008-09-12,1251.7,-13.98%
2008-09-15,1192.7,-18.04%
2008-09-16,1213.6,-16.60%
2008-09-17,1156.39,-20.53%
2008-09-18,1206.51,-17.09%
2008-09-19,1255.08,-13.75%
2008-09-22,1207.09,-17.05%
2008-09-23,1188.22,-18.34%
2008-09-24,1185.87,-18.51%
2008-09-25,1209.18,-16.90%
2008-09-26,1213.27,-16.62%
2008-09-29,1106.42,-23.97%
2008-09-30,1164.74,-19.96%
2008-10-01,1161.06,-20.21%
2008-10-02,1114.28,-23.43%
2008-10-03,1099.23,-24.46%
2008-10-06,1056.89,-27.37%
2008-10-07,996.23,-31.54%
2008-10-08,984.94,-32.31%
2008-10-09,909.92,-37.47%
2008-10-10,899.22,-38.21%
2008-10-13,1003.35,-31.05%
2008-10-14,998.01,-31.42%
2008-10-15,907.84,-37.61%
2008-10-16,946.43,-34.96%
2008-10-17,940.55,-35.36%
2008-10-20,985.4,-32.28%
2008-10-21,955.05,-34.37%
2008-10-22,896.78,-38.37%
2008-10-23,908.11,-37.59%
2008-10-24,876.77,-39.75%
2008-10-27,848.92,-41.66%
2008-10-28,940.51,-35.37%
2008-10-29,930.09,-36.08%
2008-10-30,954.09,-34.43%
2008-10-31,968.75,-33.43%
2008-11-03,966.3,-33.60%
2008-11-04,1005.75,-30.88%
2008-11-05,952.77,-34.53%
2008-11-06,904.88,-37.82%
2008-11-07,930.99,-36.02%
2008-11-10,919.21,-36.83%
2008-11-11,898.95,-38.22%
2008-11-12,852.3,-41.43%
2008-11-13,911.29,-37.38%
2008-11-14,873.29,-39.99%
2008-11-17,850.75,-41.54%
2008-11-18,859.12,-40.96%
2008-11-19,806.58,-44.57%
2008-11-20,752.44,-48.29%
2008-11-21,800.03,-45.02%
2008-11-24,851.81,-41.46%
2008-11-25,857.39,-41.08%
2008-11-26,887.68,-39.00%
2008-11-28,896.24,-38.41%
2008-12-01,816.21,-43.91%
2008-12-02,848.81,-41.67%
2008-12-03,870.74,-40.16%
2008-12-04,845.22,-41.92%
2008-12-05,876.07,-39.80%
2008-12-08,909.7,-37.48%
2008-12-09,888.67,-38.93%
2008-12-10,899.24,-38.20%
2008-12-11,873.59,-39.97%
2008-12-12,879.73,-39.54%
2008-12-15,868.57,-40.31%
2008-12-16,913.18,-37.25%
2008-12-17,904.42,-37.85%
2008-12-18,885.28,-39.16%
2008-12-19,887.88,-38.98%
2008-12-22,871.63,-40.10%
2008-12-23,863.16,-40.68%
2008-12-24,868.15,-40.34%
2008-12-26,872.8,-40.02%
2008-12-29,869.42,-40.25%
2008-12-30,890.64,-38.79%
2008-12-31,903.25,-37.93%
2009-01-02,931.8,-35.97%
2009-01-05,927.45,-36.27%
2009-01-06,934.7,-35.77%
2009-01-07,906.65,-37.69%
2009-01-08,909.73,-37.48%
2009-01-09,890.35,-38.81%
2009-01-12,870.26,-40.20%
2009-01-13,871.79,-40.09%
2009-01-14,842.62,-42.09%
2009-01-15,843.74,-42.02%
2009-01-16,850.12,-41.58%
2009-01-20,805.22,-44.66%
2009-01-21,840.24,-42.26%
2009-01-22,827.5,-43.13%
2009-01-23,831.95,-42.83%
2009-01-26,836.57,-42.51%
2009-01-27,845.71,-41.88%
2009-01-28,874.09,-39.93%
2009-01-29,845.14,-41.92%
2009-01-30,825.88,-43.25%
2009-02-02,825.44,-43.28%
2009-02-03,838.51,-42.38%
2009-02-04,832.23,-42.81%
2009-02-05,845.85,-41.87%
2009-02-06,868.6,-40.31%
2009-02-09,869.89,-40.22%
2009-02-10,827.16,-43.16%
2009-02-11,833.74,-42.70%
2009-02-12,835.19,-42.61%
2009-02-13,826.84,-43.18%
2009-02-17,789.17,-45.77%
2009-02-18,788.42,-45.82%
2009-02-19,778.94,-46.47%
2009-02-20,770.05,-47.08%
2009-02-23,743.33,-48.92%
2009-02-24,773.14,-46.87%
2009-02-25,764.9,-47.44%
2009-02-26,752.83,-48.27%
2009-02-27,735.09,-49.48%
2009-03-02,700.82,-51.84%
2009-03-03,696.33,-52.15%
2009-03-04,712.87,-51.01%
2009-03-05,682.55,-53.09%
2009-03-06,683.38,-53.04%
2009-03-09,676.53,-53.51%
2009-03-10,719.6,-50.55%
2009-03-11,721.36,-50.43%
2009-03-12,750.74,-48.41%
2009-03-13,756.55,-48.01%
2009-03-16,753.89,-48.19%
2009-03-17,778.12,-46.53%
2009-03-18,794.35,-45.41%
2009-03-19,784.04,-46.12%
2009-03-20,768.54,-47.19%
2009-03-23,822.92,-43.45%
2009-03-24,806.25,-44.59%
2009-03-25,813.88,-44.07%
2009-03-26,832.86,-42.77%
2009-03-27,815.94,-43.93%
2009-03-30,787.53,-45.88%
2009-03-31,797.87,-45.17%
2009-04-01,811.08,-44.26%
2009-04-02,834.38,-42.66%
2009-04-03,842.5,-42.10%
2009-04-06,835.48,-42.59%
2009-04-07,815.55,-43.96%
2009-04-08,825.16,-43.29%
2009-04-09,856.56,-41.14%
2009-04-13,858.73,-40.99%
2009-04-14,841.5,-42.17%
2009-04-15,852.06,-41.45%
2009-04-16,865.3,-40.54%
2009-04-17,869.6,-40.24%
2009-04-20,832.39,-42.80%
2009-04-21,850.08,-41.58%
2009-04-22,843.55,-42.03%
2009-04-23,851.92,-41.46%
2009-04-24,866.23,-40.47%
2009-04-27,857.51,-41.07%
2009-04-28,855.16,-41.23%
2009-04-29,873.64,-39.96%
2009-04-30,872.81,-40.02%
2009-05-01,877.52,-39.70%
2009-05-04,907.24,-37.65%
2009-05-05,903.8,-37.89%
2009-05-06,919.53,-36.81%
2009-05-07,907.39,-37.64%
2009-05-08,929.23,-36.14%
2009-05-11,909.24,-37.52%
2009-05-12,908.35,-37.58%
2009-05-13,883.92,-39.26%
2009-05-14,893.07,-38.63%
2009-05-15,882.88,-39.33%
2009-05-18,909.71,-37.48%
2009-05-19,908.13,-37.59%
2009-05-20,903.47,-37.91%
2009-05-21,888.33,-38.95%
2009-05-22,887,-39.04%
2009-05-26,910.33,-37.44%
2009-05-27,893.06,-38.63%
2009-05-28,906.83,-37.68%
2009-05-29,919.14,-36.84%
2009-06-01,942.87,-35.21%
2009-06-02,944.74,-35.08%
2009-06-03,931.76,-35.97%
2009-06-04,942.46,-35.23%
